,time,content,anger,positivity
8919, 2020-09-05 20:40," ""RT @glennbeck: Yet another very important difference between ⁦@realDonaldTrump⁩ and #BeijingBiden.  Thank you mr president for understanding the destructive power of Critical Race Theory.  It is another poison ☠️ from the demonic mind of Karl Marx. Schools next? https://t.co/1jx7kA0PzP""",0.30000000000000004,0.30000000000000004
8920, 2020-09-05 20:41," ""RT @realDailyWire: BREAKING: Trump Bans Federal Money From Funding Far-Left Anti-American ‘Critical Race Theory’ https://t.co/t292f4LSkq https://t.co/3wrgXQj4en""",0.16666666666666666,0.16666666666666666
8922, 2020-09-05 20:44," ""RT @mirandadevine: Bravo! Trump Bans Federal Money From Funding Far-Left Anti-American ‘Critical Race Theory’  https://t.co/Q5YQ5pELnR""",0.16666666666666666,0.16666666666666666
8937, 2020-09-06 12:31," ""RT @Lrihendry: @realDonaldTrump They are eaten alive by hate for our President &amp; his voters!   They care more about illegal immigrants than they do for American citizens!   Look no further than CA re-directing money away from US citizens to illegal immigrants.   Thank you for putting America 1st Mr. President""",0.5,0.5
8938, 2020-09-06 12:36," ""RT @realDonaldTrump: Trump Orders Purge of ‘Critical Race Theory‘ from Federal Agencies https://t.co/ygXcTXRHsQ via @BreitbartNews  This is a sickness that cannot be allowed to continue. Please report any sightings so we can quickly extinguish!""",0.09090909090909091,0.09090909090909091
8940, 2020-09-06 12:42," ""RT @Lrihendry: There is no responsible way to minimize the significant damage that fake news presents to American society. They are indeed the enemy of the people!""",0.2222222222222222,0.1111111111111111
8941, 2020-09-06 12:55," ""RT @BrandonStraka: Black Lives Matter in Dallas is marching to the jailhouse for the BLM attacker in this video. He is allegedly being held on TEN ourstanding warrants and faces 2 new assault charges for today. This is one of BLM’s canonized martyrs. https://t.co/RklCUPy2oy""",0.16666666666666666,0.0
8947, 2020-09-06 20:31," ""The Democrats know that they are creating havoc on Election night. This is what they want. WE WILL WIN! https://t.co/BkPYHwsRTr""",0.3333333333333333,0.0
8956, 2020-09-07 03:05," ""Lunacy! https://t.co/Jp3gwIWARi""",1.0,0.0
8963, 2020-09-07 09:00," ""RT @DonaldJTrumpJr: “Peaceful Riots” “Peaceful Looting” and “Peaceful Arson” https://t.co/hAaPtUwL0t""",0.25,0.75
8965, 2020-09-07 20:10," ""RT @DonaldJTrumpJr: Joe Biden's supporters are destroying communities across America. #BidenRiots  https://t.co/t5VbCfFG2G""",0.5,0.0
8970, 2020-09-07 20:19," ""RT @AlwaysActions: The Socialist Mainstream Media: White Man attacked by an Illegal Alien and Racist Reporter https://t.co/Gtjxrcd4Km""",0.2857142857142857,0.2857142857142857
8980, 2020-09-08 06:43," ""RT @TVNewsHQ: Fox’s @jessebwatters hits Dems for not trusting Trump on Covid vaccine: “They are undermining confidence in the exact vaccine that they will be distributing if they win the election which they won’t for a whole host of reasons. If it’s so bad why did China try to steal it?” https://t.co/MFvytDXrlQ""",0.2,0.30000000000000004
8981, 2020-09-08 06:44," ""RT @TVNewsHQ: Watch: Fox News’ @GeraldoRivera slams The Atlantic and Dems for “conjuring up” a “hit job” against President @realDonaldTrump https://t.co/ySrRTZmaFI""",0.14285714285714285,0.2857142857142857
8984, 2020-09-08 07:04," ""Great job Erin. Just a 4 year continuation of the Great American Hoax! https://t.co/ZFY4JEGfPZ""",0.25,0.25
8986, 2020-09-08 07:09," ""RT @TVNewsHQ: Fox’s @JesseBWatters on violence in Dem cities: “Biden is tacitly acknowledging Democrats are committing crime and says ‘we’ll stop committing crime if you vote for me.’ That’s extortion. Biden’s putting a gun to America’s head and demanding votes for ransom.” https://t.co/jVmzoQXyr8""",0.6000000000000001,0.1
8989, 2020-09-08 09:18," ""Get Out and Vote for Matt @Mowers! https://t.co/WIZxJQUJxJ""",1.0,1.0
8990, 2020-09-08 09:18," ""Get Out and Vote for Corky Messner (@CorkyForSenate)! https://t.co/F2t0SMiwLr""",1.0,1.0
8998, 2020-09-08 09:51," ""RT @hughhewitt: My new @WashingtonPost column focuses on Friday’s announcement of the Kosovo-Serbia accord and MSM inability to focus on crucial issues b/c of hatred of @realDonaldTrump: https://t.co/wxGGce2aUF""",0.14285714285714285,0.42857142857142855
8999, 2020-09-08 09:52," ""RT @hughhewitt: Elite media all but ignored the immense significance of the Kosovo-Serbia agreement — two countries whose enmity has required tens of thousands of Americans over two decades to spend years away from their families to prevent savage killing. Astonishing.""",0.25,0.25
9000, 2020-09-08 09:55," ""RT @MZHemingway: Trump's words today about the military industrial complex's power in the Pentagon evoke Eisenhower's warning of same in his 1961 farewell address. Worth rereading today as that complex run its information op. https://t.co/Di8V4oZxLS""",0.07142857142857142,0.14285714285714285
9001, 2020-09-08 09:56," ""RT @MZHemingway: Nice short video about President Dwight D. Eisenhower's 'Military-Industrial Complex' speech and how important he felt it was for the American people to be informed about the threat the complex posed. From the National Archives https://t.co/q4XYm05W4e""",0.08333333333333333,0.25
9005, 2020-09-08 19:37," ""Because the CORRUPT MEDIA doesn’t want to show all of our good work in that it will hurt the Radical Left’s Election chances! #MAGA https://t.co/gMeo5IOgd9""",0.125,0.125
9009, 2020-09-08 19:42," ""RT @JohnWHuber: Remember the media’s spin is that this group is full of Trump supporters. Does anyone know a Trump supporter who is a fan of Hamas killing US soldiers? https://t.co/giaSe5y6Re""",0.09090909090909091,0.18181818181818182
9011, 2020-09-08 19:50," ""RT @realJeffreyLord: Trump came to Dover after my wife was killed fighting ISIS. He absolutely respects our service. https://t.co/5OYvviOxA3""",0.2,0.2
9013, 2020-09-08 19:51," ""RT @realJeffreyLord: Michael Goodwin: The New York Times Times is plunging head first into new depths of partisanship and deceit  https://t.co/Lykr5XfWG8""",0.3333333333333333,0.0
9019, 2020-09-08 19:59," ""RT @EquipoTrump: Bad Bunny cut an ad for Joe Biden.  It's not what we expected.  This version is much better. https://t.co/SWLUameQBf""",0.25,0.0
9020, 2020-09-08 20:03," ""Great! Biden is finally being forced out of his basement. Now you’ll be able to see what is going on “up there”. He may do some “limited” campaigning. Basement Biden is no longer playing well in the Polls!""",0.3333333333333333,0.16666666666666666
9023, 2020-09-08 20:12," ""New York City must stop the Shutdown now. The Governor &amp; Mayor are destroying the place!""",0.16666666666666666,0.16666666666666666
9025, 2020-09-09 02:05," ""Sleepy Joe Biden has pledged to ABOLISH Suburban Communites as they currently exist by reinstating Obama’s radical AFFH Regulation. There goes Suburbia!""",0.16666666666666666,0.0
9027, 2020-09-09 02:23," ""RT @MMAHistoryToday: Mike Tyson has officially flipped the switch &amp; entered a savage state of mind.    This is a different man from his first podcast with @JoeRogan. https://t.co/ulj7SWOWIA""",0.16666666666666666,0.0
9039, 2020-09-09 09:37," ""RT @Mostofsky: First @kimkbaltimore.  Now @alekskarlatos.  This new crop of young conservatives are killing it! https://t.co/V9visRflFL""",0.3333333333333333,0.3333333333333333
9045, 2020-09-09 13:15," ""A FAKE story made up by the Democrats in order to save Biden’s failing campaign. Thanks Zach! https://t.co/557p906pGL""",0.16666666666666666,0.16666666666666666
9046, 2020-09-09 13:16," ""RT @TVNewsHQ: “President Trump’s approval rating is at 51%. Democrats are very nervous because at this stage of the re-election for Obama he was at 48%” — Fox News’ @JesseBWatters https://t.co/wHTuDMcKl3""",0.1111111111111111,0.2222222222222222
9047, 2020-09-09 13:20," ""RT @dbongino: I’ve spoken privately with the President many times. I have NEVER heard him express anything other than extreme admiration for the bravery and heroism of our military and law enforcement personnel. Rebuilding the military was always priority one for him. That story is a hit job.""",0.058823529411764705,0.2941176470588235
9053, 2020-09-10 02:40," ""I will be announcing a list of future potential Supreme Court Justices at 3:30 P.M. Eastern from the Diplomatic Reception Room of the White House.""",0.1,0.30000000000000004
9071, 2020-09-10 19:53," ""RT @NanHayworth: Karl Rove DESTROYING Mr. Biden and the Democrats on COVID--their lies are endless and shameless.  President Trump's actions have been both prescient and consistently forward-looking and forward-driving.   He has been and is the champion for the American people--always!""",0.2,0.6000000000000001
9075, 2020-09-10 20:35," ""RT @TrumpWarRoom: Donald Trump in 2007 on the terrible cost of the Iraq War:  'Nobody talks about the soldiers that are coming back with no arms and no legs... The most beautiful people I've ever seen' https://t.co/PFC6Ygyoq9""",0.1,0.1
9082, 2020-09-10 20:47," ""RT @MZHemingway: 'President Trump has been fighting for you and now it's our turn to fight for him.' Pence.""",0.4,0.2
9084, 2020-09-10 20:48," ""RT @KHerriage: Kayleigh McEnany is a stone cold political rock star.""",0.25,0.5
9088, 2020-09-10 20:49," ""RT @thebradfordfile: Trump deserves at least one term without having to defeat a coup.""",0.25,0.0
9090, 2020-09-10 20:51," ""“Comey is a disgraced lier &amp; leaker. Two years wasted on the Russia Witch Hunt was in large part because of his failings as Director of the FBI. They refused to support the results of the 2016 Election. Part of the biggest political scandal we have ever seen.” @SarahHuckabee""",0.25,0.08333333333333333
9091, 2020-09-10 20:54," ""Sending out 80 MILLION BALLOTS to people who aren’t even asking for a Ballot is unfair and a total fraud in the making. Look at what’s going on right now!""",0.3333333333333333,0.16666666666666666
9104, 2020-09-11 22:57," ""RT @WhiteHouse: The terrorists on Flight 93 had a fourth target in mind: our nation's capital.  'The only thing that stood between the enemy and a deadly strike at the heart of American democracy was the courage and resolve of 40 men and women—the amazing passengers and crew of Flight 93.' https://t.co/ySfAsAgVmX""",0.1875,0.125
9116, 2020-09-12 10:29," ""RT @realDonaldTrump: New York City must stop the Shutdown now. The Governor &amp; Mayor are destroying the place!""",0.16666666666666666,0.16666666666666666
9124, 2020-09-13 05:37," ""“Mail-Vote Madness in Pennsylvania - The swing state is heading toward an election crackup that could draw the entire country into a legal brawl.”  .@GovernorTomWolf of Pennsylvania should not be allowed to defraud the PEOPLE of the UNITED STATES! https://t.co/GmQ1v2NEs3""",0.25,0.1875
9126, 2020-09-13 05:59," ""Fake Liberal Democrat Donors. Money laundering anyone? https://t.co/BAVgQXUS5n""",0.25,0.5
9136, 2020-09-13 09:58," ""Just landed in Nevada but while on Air Force One watched most vicious TV commercial I have ever seen. Pathetic Joe’s people placed an unsourced ad where they have me saying unthinkable things about soldiers while standing over their graves. It is a MADE UP LIE. A TOTAL CON JOB!""",0.2857142857142857,0.21428571428571427
9139, 2020-09-13 13:05," ""Animals that must be hit hard! https://t.co/zrOd9ZUl8o""",1.0,0.0
9140, 2020-09-13 21:02," ""RT @Cernovich: Sorta tiresome to say that several federal prosecutors being caught destroying evidence should be a huge story but whatever we just know how it goes. https://t.co/KFN0ihjgfS""",0.16666666666666666,0.0
9151, 2020-09-14 11:36," ""Our thoughts are with the two @LASDHQ Sheriff Deputies who were shot in Los Angeles. We send our love and support to their families and we pray to God for their recovery. https://t.co/3leulrT42e""",0.125,0.5
9154, 2020-09-14 13:31," ""RT @TheLastRefuge2: Tom Fitton: “There Needs to be A Criminal Investigation of the Special Counsel”… https://t.co/9hp39eXh8H""",0.25,0.5
9156, 2020-09-14 13:35," ""RT @jasoninthehouse: It should dominate the news https://t.co/yT1V1Nk7Yw""",0.5,0.5
9159, 2020-09-14 13:41," ""RT @LouDobbs: Deep State Misconduct:  @TomFitton calls for a criminal investigation into Mueller’s special counsel team for potentially obstructing justice. #AmericaFirst #MAGA #Dobbs https://t.co/V1cCfIttYJ""",0.1111111111111111,0.3333333333333333
9165, 2020-09-14 13:51," ""RT @paulsperry_: DEVELOPING: Investigators have learned that Obama CIA Director John Brennan ran a secret task force out of Langley with its own separate budget to investigate Trump campaign and alleged ties to Russia. Task force set up before FBI officially launched its own probe on 07/31/16""",0.11764705882352941,0.23529411764705882
9166, 2020-09-14 13:55," ""RT @Lrihendry: In a democrat America rioting and looting are acceptable. Going down an aisle the wrong way in Publix without a mask is an arrestable offense.""",0.16666666666666666,0.16666666666666666
9167, 2020-09-14 13:59," ""Biden Handlers know this is a lie! https://t.co/QKLEkpb2ig""",1.0,0.0
9174, 2020-09-15 05:01," ""RT @Mike_Pence: Life is Winning in America! And to keep on winning we need to re-elect pro-life Conservatives like @MikeKellyPA and @RepJohnJoyce and we need four more years of President @realDonaldTrump fighting for LIFE in the @WhiteHouse! https://t.co/aOi1Rhow3k""",0.1111111111111111,0.4444444444444444
9179, 2020-09-15 05:14," ""RT @JohnFavere: PENNSYLVANIA GOVERNOR TOM WOLF  AN YOUR STUPID WIFE .....YOUR NOT GOING TO MURDER US !!! TRUMP 2020 ... WE LOVE PENNSYLVANIA ⁦@realDonaldTrump⁩ https://t.co/HxzC3VaYIi""",0.16666666666666666,0.16666666666666666
9185, 2020-09-15 10:45," ""RT @SenateGOP: Stronger trade deals. Killing terrorists. National security tools. Justice reform. Coronavirus relief.   Democrats spent their year blocking + delaying progress on issue after issue after issue.  Don't believe us?  We made a timeline! 👇 https://t.co/1gldoV6RGp""",0.07142857142857142,0.3571428571428571
9198, 2020-09-16 08:25," ""RT @LouDobbs: Biden Fraud: @jsolomonreports says we now have facts and evidence that the Obama State Dept. was concerned with Hunter Biden’s ties to Burisma. #AmericaFirst #MAGA #Dobbs https://t.co/Z7iApm5DUt""",0.16666666666666666,0.16666666666666666
